#	English - EN	Spanish - ES	#Korean - KO	Chinese Simplified - ZH	#Chinese Traditional - ZH	#Japanese - JA	#Russian - RU	French - FR
#VERSION								
#								
LAUNCH_NOT_DETECTED	Launcher not detected...	Launcher no detectado...	버전 확인중...	新版检查中...	檢查版本...	バージョンを確認しています…	Лаунчер не обнаружен...	Vérification de la version...
TROPHIES_NAME_43	Dizzy Crazy	Locura mareante.		疯狂转向		クレイジーなめまい		Tourni Fou
TROPHIES_DESCRIPTION_43	You touched every warp in Dizzy Conundrum.\nStop! You're making me dizzy!	Tocaste todos los portales en Enigma Mareante.\n¡Detente! ¡Me estás mareando!		你在晕头转向中碰到了所有传送门。\n快停下！你让我头晕了！		くらくら難関 のすべてのワープに触れました。\nやめて! 目が回っちゃう!		Vous avez touché chaque téléporteur dans Problème Étourdissant. Arrêtez ! Vous me donnez le tourni !
TROPHIES_HINT_43	My head is spinning...	Mi cabeza está girando...		我的头在转……		頭がクラクラしてきた...		J'ai la tête qui tourne...
TROPHIES_NAME_44	Motion Sickness	Cinetosis		移动洁癖		乗り物酔い		Mal des transports
TROPHIES_DESCRIPTION_44	You never changed controls and won in Dizzy Conundrum!\nMy, you must really hate being dizzy.	¡Nunca cambiaste los controles y ganaste en Enigma Mareante! \nVaya, debes realmente odiar estar mareado.		你在晕头转向中在没有碰到任何传送门的情况下获胜！\n我的天你一定非常讨厌晕眩。		操作を変えずに くらくら難関 で勝利！ 相当めまいが嫌いなんだね。		Vous n'avez jamais changé les commandes et gagné dans Problème Étourdissant ! Eh bien, vous devez vraiment détester avoir le tourni.
TROPHIES_HINT_44	Being dizzy makes me sick.	Estar mareado me hace sentir enfermo		头晕太久让我难受。		めまいがすると気分が悪くなる。		Avoir le tourni me rend malade.
TROPHIES_NAME_45	Target Master	Maestro de Objetivos		瞄准大师		ターゲットマスター		Tireur d'élite
TROPHIES_DESCRIPTION_45	You hit a yellow target first in Targetting Targets.\nWith that level of aiming you should be able to win everytime.	Golpeaste un objetivo amarillo primero en Apuntando a Objetivos.\nCon ese nivel de puntería, deberías poder ganar cada vez.		你在射击标靶中先打中了黄色的靶子。\n有这种瞄准水准你应该能百战百胜。		的当てショット で最初に黄色のターゲットに命中した。\nのび太にも勝つことができるかも…？		Vous avez frappé une cible jaune dans Cibles en Folie. Avec ce niveau de tir, vous serez capable de gagner à chaque fois.
TROPHIES_HINT_45	Professional level shooter.	Tirador de nivel profesional.		专业的射手。		プロレベルの射撃手		Tireur de niveau professionnel.
TROPHIES_NAME_46	Wall Master	Muro Maestro		撞壁大师		壁あてマスター		Tireur de mur
TROPHIES_DESCRIPTION_46	You wasted all your bullets in Targeting Targets.\nThe point was to shoot targets and not walls, in case you didn't know.	Desperdiciaste todas tus balas en Objetivos en la Mira.\nEl punto era disparar a los objetivos y no a las paredes, en caso de que no lo supieras.		你在射击标靶中浪费掉所有的子弹。\n告诉你目标是射击标靶而不是墙，免得你不知道。		ターゲット的当て で弾丸をすべて無駄にした。\n何してるの？狙うのは壁ではなく的だよ。		Vous avez gaspillé toutes vos balles dans Cibles en Folie. Le but était de tirer sur les cibles, pas les murs, au cas où ce n'était pas compris.
TROPHIES_HINT_46	Wasting ammo to hit nothing, great.	Desperdiciando munición para no acertar a nada, genial.		浪费了弹药什么都没有打到，太好了。		狙うのはそっちじゃない！弾の無駄！		Du gâchis pour ne rien toucher, génial.
TROPHIES_NAME_96	Uncertainly Undercover	Encubrimiento Encubierto				不確かな潜入		
TROPHIES_DESCRIPTION_96	You went under 2 black bullets in Uncertain Bullets!\nYou took undercover way too literally.	¡Fuiste por debajo de 2 balas negras en Balas Inciertas!\nTe has tomado muy literal lo de encubrirte.				きまぐれ弾丸で2 発の黒い弾丸に遭遇した。 \n潜入捜査を文字通りに捉えすぎじゃない？		
TROPHIES_HINT_96	The answer is under your nose... or in this case under 2 bullets.	La respuesta está delante de tus narices... si por "delante de tus narices" entendemos "debajo de 2 balas".				答えは目と鼻の先に...いや、この場合は2発の弾丸の下にある。		
TROPHIES_NAME_47	High Key Achiever	Alcanzando las Llaves más Altas.		高等钥匙收集者		高い鍵達成者		Clés luxueuses
TROPHIES_DESCRIPTION_47	You didn't grab a single green key and won in Drawn Keys!\nGoing for the big prize keys here!	¡No agarraste ni una llave verde y ganaste en Llaves Dibujadas!\n¡Vas directo por las llaves de gran premio!		你在图画钥匙中在没有捡到任何一个绿色钥匙的情况下获胜！\n这里只要大奖的钥匙！		イラストキー で緑の鍵を1本も取らずに勝利した。\nここで大得点の鍵を狙おう！		Vou sn'avez pas attrapé une seule clé verte et gagné dans Clés Brouillon ! Seuls les premiers prix vous intéressent !
TROPHIES_HINT_47	Green is too low.	El verde está muy abajo.		绿色太低了。		緑では点数が足りない。		Les vertes sont trop basses.
TROPHIES_NAME_48	Bubble Racing	Competencia de Burbujas.		泡泡赛跑		バブルレーサー		Course bullée
TROPHIES_DESCRIPTION_48	You didn't touch a single spike and won in Bubble Derby!\nAll that Kamilia 3 speedrunning must've paid off, huh?	¡No tocaste ni una sola espina y ganaste en Carrera de Burbujas!\n¡Todo ese entrenamiento en velocidad de Kamilia 3 debe haber valido la pena, ¿verdad?		你在泡泡竞速中在没有碰到任何一个刺的情况下获胜！\n那些K3的速通总算有了回报，不是吗？		バブルダービー で針に一度も触れずに優勝した。Kamilia 3のスピードランも更新間違いなし！？		Vous n'avez pas touché une seule pique et gagné la Course de Bulles ! Tous ces speedruns de Kamilia 3 ont enfin payé, hein ?
TROPHIES_HINT_48	Bubble Maneuvers.	Maniobras con burbujas.		泡泡花式表演。		ここまでバブル操作が上手な人は見たことがない。		Manœuvres bullées
TROPHIES_NAME_49	Green Savings	Guardados Verdes		绿色保存		みどりの窓口		Sauvegarde Verte
TROPHIES_DESCRIPTION_49	You didn't touch red saves and won in Sky Diving!\nThat satisfaction to see the green circle after a long save, am I right?	Solo tocaste los saves verdes y ganaste en Sky Diving. ¡Esa satisfacción de ver el círculo verde después de un largo save, ¿verdad?		你在空中跳伞中没有碰到红色的存档并获胜！\n在长存之后看到一个绿色的存档很满足，我说的对吗？		スカイダイビング で赤のセーブに触れずに勝利した。ロングランの後、緑のセーブが見えたときは最高でしょ？		Vous n'avez touché que des sauvegardes vertes et gagné à Plongeon Céleste ! Cette satisfaction de voir le cercle vert après une longue chute, n'est-ce pas ?
TROPHIES_HINT_49	I prefer the green circles for yellow boxes.	Prefiero los círculos verdes para las cajas amarillas.		我更喜欢黄色箱子中的绿圈。		やっぱり僕は緑の方がいい。		Je préfère les cercles verts aux cases jaunes.
TROPHIES_NAME_50	Flag Toucher	Tocador de Banderas		旗子接触者	接觸旗子	旗タッチ		Palpeur de Drapeau
TROPHIES_DESCRIPTION_50	You scored 99 points in Golf Course.\nHere hoping for the wind to barely move the ball, right?	Obtuviste 99 puntos en Campo de Golf.\nEsperando que el viento apenas mueva la pelota, ¿verdad?		你在高尔夫球场中获得99分。\n现在祈祷风把球微微吹动一下，对吧？		ゴルフコース で99点を獲得した。\nこのステージは風でボールが動いたりしないぞ！		Vous avez obtenu un score de 99 points dans Parcours de Golf. En train d'espérer que le vent bouge légèrement la balle, n'est-ce pas ?
TROPHIES_HINT_50	Come on, man! The flag is right there!	¡Vamos, hombre! ¡La bandera está justo ahí!		干什么呀！旗子就在那里了！		旗はすぐそこだ！		Allez, le drapeau est juste là !
TROPHIES_NAME_51	Mini Golf	Mini Golf		迷你高尔夫		ミニゴルフ		Mini Golf
TROPHIES_DESCRIPTION_51	You won while not leaving the main island in Golf Course!\nToo lazy to do a normal shot, aren't you?	¡Ganaste sin salir de la isla principal en Campo de Golf!\n¿Demasiado perezoso para hacer un tiro normal, verdad?		你在高尔夫球场中在没有离开起点小岛的情况下获胜！\n正常打球太累了，不是吗？		ゴルフコース で本島から出ずに勝利した。\n普通のショットを打つのがめんどくさいの？		Vous avez gagné sans quitter l'île principale dans Parcours de Golf ! Trop fainéant pour faire un coup normal, n'est-ce pas ?
TROPHIES_HINT_51	I barely attempted to get to the flag and I still won.	Apenas intenté llegar a la bandera y aún así gané.		我几乎没有打算打到旗子那里但还是赢了。		旗のところまで行こうとしなかったけど、それでも勝った。		J'ai à peine essayé de toucher le drapeau et pourtant, j'ai gagné.
TROPHIES_NAME_52	Luigi-Man	Hombre-Luigi		如路易吉一般		ルイージマン		Homme-Luigi
TROPHIES_DESCRIPTION_52	You won by doing nothing in Waka Evasion!\nLuigi must be so proud of you right now.	¡Ganaste sin hacer nada en Waka Evasion!\nLuigi debe estar muy orgulloso de ti en este momento.		你在躲避吃豆人中什么都没做就赢了！\n路易吉现在肯定为你而自豪。		パックマンの試練 で何もせずに勝利した。 ルイージはきっと、あなたをとても誇りに思っていると思う。		Vous avez gagné en ne faisant rien dans Evasion Waka ! Luigi doit être tellement fier de vous maintenant.
TROPHIES_HINT_52	Luigi meets Namco!	¡Luigi llegó a Namco!		路易吉遇到南梦空！		ルイージとナムコの出会い！		Luigi rencontre Namco !
TROPHIES_NAME_81	Block Trial	La Prueba Del Bloque				ブロックトライアル		
TROPHIES_DESCRIPTION_81	You destroyed all the blocks in Treasure Trial.\nThat certainly makes your OCD happy.	Has destruido todos los bloques en La Prueba Del Tesoro.\nAl parecer, eso ha calmado tu TOC.				宝探し のブロックをすべて破壊した。\nそれは強迫性障害のあなたを安心させられることだと思う。		
TROPHIES_HINT_81	But I wanna destroy all the blocks, why won't you let me???	Pero quiero destruir todos los bloques, ¿¿¿por qué no me dejas???				ブロックを全部壊したいのに、どうして壊させてくれないんだ？？？		
TROPHIES_NAME_82	Carpal Tunnel Avoider	Hipocondriaco Del Túnel Carpiano				手根管症候群の予防		
TROPHIES_DESCRIPTION_82	You won by not shooting at all in Treasure Trial.\nYour hand is safe now.	Ganaste sin disparar a nada en La Prueba Del Tesoro.\nTranquilo, que tu mano está sana.				宝探し でまったく射撃せずに勝利した。\nこれで君の手は安全だ...		
TROPHIES_HINT_82	You ain't feeling that Carpal Tunnel% very much.	Al parecer no quieres sentir lo que es el túnel carpiano.				手根管(手)の痛みはまったく感じない。		
TROPHIES_NAME_86	Crusher Crushed	Mejor Crusher Del Mes				破壊されたクラッシャー		
TROPHIES_DESCRIPTION_86	You died to the first Crusher in Crushers Crushing.\nThat Crusher was really good at its job huh...	Moriste por el primer Crusher en Tensión Triturada.\nEse Crusher es bastante bueno en su trabajo, ¿eh?				クラッシャーの破壊計画 の最初のクラッシャーで死んだ。 あのクラッシャー優秀すぎ...		
TROPHIES_HINT_86	That Crusher needs a raise.	Ese Crusher se merece un ascenso.				あのクラッシャーは昇格が必要だと思う。		
